Session ID,Title,Format,Type,EstSeating,Topic,Sponsor,Cosponsor,Duration
7842,Indigenous Literatures and the Anthropocene,Panel,Forum Sessions,40,American Literature: General,LLC Indigenous Literatures of the United States and Canada,,75
7844,New Approaches to Reading (in) Nineteenth-Century America,Roundtable,Forum Sessions,30,American Literature: Before 1900,LLC 19th-Century American,,75
7849,"Engaging with the World, Interpreting the “Other”: The Literary and Human Legacy of Clara Sereni",Panel,Special Sessions,30,Italian Literature: Italian Literature,,,75
7851,States of the Field: The 1921 Prize in American Literature,Roundtable,Allied Organizations,50,American Literature: General,American Literature Society,,75
7852,Radicalism and Reaction in the Literature of the American West,Panel,Allied Organizations,35,American Literature: Twentieth and Twenty-First Centuries,Western Literature Association,,75
7853,How to Approach the Epic Genre in the Time of Donald Trump,Panel,Allied Organizations,25,Spanish Literature: Medieval and Renaissance,"Société Rencesvals, American-Canadian Branch",,75
7860,Eugene O’Neill’s Path to the Nobel Prize (1936),Roundtable,Allied Organizations,10,"Genre, Theory, Method: Drama",Eugene O'Neill Society,,75
7863,Scottish Literature and the Clearances,Panel,Forum Sessions,25,Other Literature in English: Scottish,LLC Scottish,,75
7866,Is There a Person Here? Theory and Autobiographical Critique,Panel,Special Sessions,35,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7870,American Archival Absences,Panel,Allied Organizations,50,American Literature: General,American Literature Society,LLC African American,75
7872,CSWP business meeting. Expected attendance is seven committee members and two staff liaisons.,Reception,Social Events,9,,,,75
7874,"Infrastructure, Race, and Literature",Roundtable,Special Sessions,40,Other Literature in English: General,,,75
7875,The Queerness of White Trash,Panel,Special Sessions,30,American Literature: Twentieth and Twenty-First Centuries,,,75
7876,"Teaching Arabic (and) Humanism: Adab, Arkoun, Tahrir, and Beyond",Roundtable,Special Sessions,20,Teaching: General,,,75
7885,Teaching the History of the English Language,Roundtable,MLA Committees,35,Linguistics: English and American,MLA Publications Committee,,75
7888,Where Does CanLit End?,Panel,Forum Sessions,20,Other Literature in English: Canadian,LLC Canadian,,75
7889,The Mediation of Migration in the Contemporary Arts of Latin America,Roundtable,Special Sessions,30,Latin American Literature: Latin American Literature,,,75
7890,A Showcase of Career Diversity,Roundtable,MLA Committees,75,The Profession: General,MLA Career Center,,75
7894,New Approaches to Language Theory in Victorian Studies,Panel,Special Sessions,30,British Literature: Nineteenth Century,,,75
7898,Advocating for Your Department,Workshop,MLA Committees,25,The Profession: General,Association of Departments of Foreign Languages,,75
7899,Paul Celan in the World,Panel,Special Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7900,"Environments of Alienation and Home: Property, (Dis)Possession, and the Poetics of Gathering",Panel,Special Sessions,45,American Literature: Twentieth and Twenty-First Centuries,,,75
7902,Critical Approaches to the Study of White Supremacy,Roundtable,Special Sessions,35,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7904,"Melville, Gesture, Love",Panel,Allied Organizations,200,American Literature: Before 1900,Melville Society,,75
7906,Demystifying the Job Search Process,Workshop,MLA Committees,20,The Profession: General,MLA Career Center,,75
7908,"On Suffering: Pain, Precarity, and the Disintegration of the Self",Panel,Special Sessions,75,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7911,“Ten Thousand Orbs Involving and Involved”: Systems of Change in Prometheus Unbound,Roundtable,Special Sessions,50,British Literature: Nineteenth Century,,,75
7912,Translating the Ethics of Care in French Literature and Cinema since 1968,Panel,Special Sessions,25,French Literature: Twentieth and Twenty-First Centuries,,,75
7913,CLPC breakfast,Reception,Social Events,9,,,,75
7915,Publishing for the Digital Humanities,Roundtable,Allied Organizations,100,The Profession: Publishing and Editing,Council of Editors of Learned Journals,TC Digital Humanities,75
7916,"Public-Facing Humanities, Literary Adaptation, and K–16 Connections",Panel,Special Sessions,30,The Profession: General,,,75
7917,Serial Compositions,Panel,Special Sessions,30,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",,,75
7919,Sound Disruptions,Panel,Forum Sessions,50,Other Literature in English: General,TC Postcolonial Studies,,75
7920,Résumé Workshop,Workshop,MLA Committees,30,The Profession: General,MLA Career Center,,75
7921,The Media of Tennessee Williams,Panel,Special Sessions,30,"Genre, Theory, Method: Drama",,,75
7922,Queer(s) Reading,Roundtable,Special Sessions,50,American Literature: General,,,75
7923,Hands-On LinkedIn Workshop,Workshop,MLA Committees,30,The Profession: General,MLA Career Center,,75
7924,The Discourses of Luxury in Seventeenth-Century France,Panel,Forum Sessions,25,French Literature: Seventeenth Century,LLC 17th-Century French,,75
7929,Working Group: Doctoral Education and Careers,Workshop,Social Events,40,,,,75
7930,Networking for Humanities PhDs: Dirty Word or Vital Resource?,Workshop,MLA Committees,20,The Profession: General,MLA Career Center,,75
7932,Literature and Postpolitical Theory,Panel,Special Sessions,15,Other Literature in English: General,,,75
7933,"Early Modern Speculative Fiction: Possibility, Virtuality, Contingency",Panel,Special Sessions,50,British Literature: Renaissance and Elizabethan,,,75
7934,General Business Meeting of the Forum LLC 19th- and Early-20th-Century German,Roundtable,Forum Sessions,25,German Literature: Nineteenth and Early Twentieth Centuries,LLC 19th- and Early-20th-Century German,,75
7937,Visualizing Catalunya,Panel,Forum Sessions,40,Catalan Literature: Catalan Literature,LLC 18th- and 19th-Century Spanish and Iberian,LLC Catalan Studies,75
7938,Vegetal Imaginations: Plants in German Literature and Culture,Panel,Allied Organizations,30,German Literature: General,Women in German,,75
7941,"Satire, Censorship, Authority",Panel,Forum Sessions,25,German Literature: Nineteenth and Early Twentieth Centuries,LLC 19th- and Early-20th-Century German,,75
7943,Breakfast meeting of the CHA,Reception,Social Events,9,,,,75
7944,Black Feminisms Now,Panel,Forum Sessions,25,"Genre, Theory, Method: Literary Criticism and Theory",TC Women’s and Gender Studies,,75
7945,"The Great Derailment: Railway, Speed, and Accidents at the Crossroads of Modernity",Panel,Special Sessions,20,Comparative Literature: General,,,75
7946,Transnational and Global Cinema in Portuguese,Panel,Forum Sessions,24,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",LLC Luso-Brazilian,,75
7950,The Futures of the Study and Teaching of Literature and Music,Panel,Special Sessions,30,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
7951,"Threats to Brazilian Academia, Culture, and Education under Bolsonaro’s Government",Panel,Forum Sessions,25,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",LLC Luso-Brazilian,,75
7952,Invisible Labor: The Domestic Worker in Mexican and Latinx Cultural Production,Roundtable,Forum Sessions,35,Latin American Literature: Latin American Literature,LLC Mexican,,75
7954,"Confederate Monuments, Memory, and Memorial",Roundtable,Forum Sessions,40,American Literature: General,LLC 19th-Century American,LLC Southern United States,75
7955,Intersections between Second-Language Studies and STEM,Panel,Forum Sessions,30,Teaching: Language,LSL Second-Language Teaching and Learning,,75
7956,Sino-French Exchanges in the Long Nineteenth Century,Panel,Forum Sessions,40,French Literature: Eighteenth and Nineteenth Centuries,LLC 19th-Century French,LLC East Asian,75
7957,Weird Books,Roundtable,Special Sessions,30,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",,,75
7959,Editors’ Roundtable: Futures of American Literary Scholarship,Roundtable,Allied Organizations,50,American Literature: General,American Literature Society,,75
7960,"Second-Language Research and Practice: Looking Back, Moving Forward",Panel,Allied Organizations,30,Teaching: Language,American Association of University Supervisors and Coordinators,,75
7962,Decolonizing Literature: Where Are We Now?,Roundtable,Special Sessions,30,American Literature: General,,,75
7963,"A Symposium Honoring Wally Chafe: Intonation Units, Punctuation Units, and Revising for Voice",Roundtable,Special Sessions,45,Linguistics: General,,,75
7969,Data and Justice,Panel,Forum Sessions,75,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",TC Digital Humanities,,75
7972,Global Labor and Literature,Panel,Special Sessions,15,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7973,From Exclusion to Access: Disrupting the Academic Prestige Economy,Roundtable,Special Sessions,30,The Profession: General,,,75
7976,Migration in a Global German Studies: Positionalities,Panel,Forum Sessions,30,German Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century German,,75
7977,New Approaches to the Fiction of Octavia E. Butler,Roundtable,Special Sessions,25,American Literature: Twentieth and Twenty-First Centuries,,,75
7980,Committee on Community Colleges meeting,Reception,Social Events,8,,,,75
7982,Reading Women Writers,Roundtable,Forum Sessions,25,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",LLC Luso-Brazilian,,75
7983,Latinx Modernism(s),Panel,Special Sessions,50,American Literature: Twentieth and Twenty-First Centuries,,,75
7985,Humanities behind Bars: Notes on Abolitionist Praxis and Captive Study,Roundtable,Special Sessions,30,Teaching: General,,,75
7986,Heidegger and the Human after Race: The Possibility of Black Thinking,Panel,Special Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7987,"Representing Diversity through Montage: Film, Photography, Radio",Panel,Special Sessions,30,"Genre, Theory, Method: Film, Television, and Other Media",,,75
7990,Popular Culture and Technology,Panel,Forum Sessions,50,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",TC Popular Culture,,75
7993,"Being Human, Technology, and New Media",Panel,Forum Sessions,20,Linguistics: General,LSL Language Change,,75
8000,CDI Meeting,Reception,Social Events,10,,,,75
8003,CSGSH breakfast,Reception,Social Events,9,,,,75
8007,[Canceled] Language Change Forum: New Directions,Roundtable,Forum Sessions,25,Linguistics: General,LSL Language Change,,75
8008,Helping Students Articulate the Value of Their Undergraduate Humanities Studies,Roundtable,MLA Committees,35,The Profession: General,MLA Career Center,,75
8010,A Symposium Honoring Wally Chafe: Intonation Units and the Experience of Voice in Writing,Roundtable,Special Sessions,45,Linguistics: General,,,75
8012,Time (Again) for E. P. Thompson,Panel,Forum Sessions,25,British Literature: Late Eighteenth Century,LLC Late-18th-Century English,,75
8014,Comics and the Digital Humanities,Panel,Special Sessions,50,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",,,75
8017,Worlds of Ursula K. Le Guin: A Documentary Film by Arwen Curry,Event,Special Events,100,American Literature: Twentieth and Twenty-First Centuries,,,75
8018,“On Theme” / “V Teme”: Sex and Text on the Soviet Periphery,Panel,Allied Organizations,25,Slavic and East European Literatures: Slavic and East European Literatures,American Association of Teachers of Slavic and East European Languages,,75
8023,Cash Bar and Networking Event Arranged by MLA Career Services,Cash bar,Social Events,50,,,,75
8024,Early Intersectionalities,Panel,Special Sessions,20,Comparative Literature: General,,,75
8025,Career Development Bootcamp I,Reception,Social Events,24,The Profession: General,,,75
8026,Genre and Theory,Panel,Forum Sessions,50,American Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century American,,75
8027,Skaldic Poetry at the MLA,Panel,Forum Sessions,20,Scandinavian Literatures: Scandinavian Literatures,LLC Old Norse,,75
8028,Race and Its Historiography in Medieval Iberian Studies,Roundtable,Special Sessions,50,Spanish Literature: Before 1700,,,75
8029,Supporting Your Doctoral Students in Career Exploration: An Intensive Preconvention Workshop for Faculty Members,Workshop,MLA Committees,20,The Profession: General,MLA Career Center,,75
8030,Black Aesthetics and the Limits of the Human,Panel,Special Sessions,4,American Literature: Twentieth and Twenty-First Centuries,,,75
8031,Semantic Relations and Personal Names,Panel,Allied Organizations,20,Comparative Literature: General,American Name Society,,75
8035,ADFL Breakfast Meeting of the Executive Committee,Reception,Social Events,11,,,,75
8036,Meeting and breakfast for CCLIP.,Reception,Social Events,9,,,,75
8050,MLA Language Enrollment Census: Models of Successful Programs,Roundtable,MLA Committees,40,Teaching: Language,MLA Office of Programs,,75
8052,The Performative Doings of Queer Performance,Panel,Special Sessions,30,"Genre, Theory, Method: Drama",,,75
8054,"Public, Performance, and Politics: Langston Hughes and His Contemporaries",Panel,Allied Organizations,25,American Literature: Twentieth and Twenty-First Centuries,Langston Hughes Society,,75
8056,Realist Forms,Panel,Special Sessions,25,British Literature: Nineteenth Century,,,75
8058,Making the Invisible Minor Robust,Roundtable,MLA Committees,30,Teaching: Language,ADFL Executive Committee,,75
8064,Animal Thinking,Panel,Forum Sessions,20,Provençal Literature: Provençal Literature,LLC Occitan,,75
8068,"“Mankind Was My Business!”: Dickens and the Exploration of Humanity, Humanism, and Being Human",Panel,Allied Organizations,25,British Literature: Nineteenth Century,Dickens Society,,75
8069,"New Models for Master’s Degrees in Languages, Cultures, Media, and Digital Humanities",Roundtable,MLA Committees,40,Teaching: Language,ADFL Executive Committee,,75
8070,Migration in a Global German Studies: Performances and Histories,Panel,Forum Sessions,30,German Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century German,,75
8075,Migration in a Global German Studies: Memory,Panel,Forum Sessions,50,German Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century German,TC Memory Studies,75
8079,World Premiere of Keywords: The Film,Event,Special Events,100,Linguistics: English and American,,,75
8083,Being Online: Risks and Rewards for Women in Academe,Roundtable,Allied Organizations,50,The Profession: General,Women's Caucus for the Modern Languages,,75
8087,Being Human: From the Public Scholar to the Collaborative Humanities,Roundtable,Special Sessions,30,The Profession: General,,,75
8090,Comparison as Dislocation: (Dis)Embodied Connections between Asia and Latin America,Panel,Special Sessions,20,Comparative Literature: General,,,75
8091,Cultivating Vocation in Literary Studies,Panel,Special Sessions,30,Teaching: Literature,,,75
8092,"Cash Bar Arranged by the Women’s Caucus for the Modern Languages, Feministas Unidas, Women in French, GL/Q Caucus for the Modern Languages, and Women in German",Cash bar,Social Events,75,,,,75
8094,Dance in and as Text: New Work at the Intersection of Dance and Literature,Panel,Special Sessions,25,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
8095,Models of Enlightenment Knowledge,Panel,Special Sessions,30,British Literature: Late Eighteenth Century,,,75
8096,Living in a Material World: Human Reactions to Humanoid Automata,Panel,Special Sessions,40,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
8100,Becoming Human: The (Im)Possibilities of Being,Panel,Special Sessions,30,Other Literature in English: Indian,,,75
8102,"Cash Bar Sponsored by the Forums LLC Pre-14th-Century Chinese, LLC Ming and Qing Chinese, LLC Modern and Contemporary Chinese, and LLC East Asian",Cash bar,Social Events,100,,,,75
8103,"Climate Change, Technology, and Academic Responsibility",Panel,MLA Committees,35,The Profession: General,MLA Committee on Information Technology,,75
8104,Developing Diverse Leadership,Roundtable,MLA Committees,35,The Profession: General,Association of Departments of English,,75
8106,Poetry and the Return of “Lived Experience”,Roundtable,Special Sessions,40,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
8107,First Steps toward Institutional Change,Panel,Forum Sessions,30,The Profession: General,HEP Part-Time and Contingent Faculty Issues,,75
8109,Travel and Fantasies of Empire,Roundtable,Special Sessions,35,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
8110,Comparative Studies and Human Diversity,Roundtable,Allied Organizations,20,The Profession: General,Association of Departments and Programs of Comparative Literature,,75
8113,The Letterpress Studio as a Campus Maker Space,Roundtable,Forum Sessions,30,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",TM Bibliography and Scholarly Editing,,75
8114,Three Methodological Approaches to Studying Literacy Transactions in Practice,Panel,Forum Sessions,10,"Genre, Theory, Method: Writing Studies",RCWS Literacy Studies,,75
8117,Public Humanities: Regional MLAs and Their Communities,Roundtable,MLA Committees,20,The Profession: General,Regional MLAs,,75
8118,Galician Narco-Poetics: From Subaltern Narratives to Global Fictions,Panel,Forum Sessions,20,Galician Literature: Galician Literature,LLC Galician,,75
8119,Gothic Childhood,Panel,Special Sessions,40,"Genre, Theory, Method: Themes, Myths, and Archetypes",,,75
8120,[Canceled] How They Count Us: A Humanist’s Guide to Scholarly Metrics in the Neoliberal University,Workshop,Special Sessions,50,The Profession: General,,,75
8121,Black Women and the Question of Futurity,Panel,Special Sessions,15,American Literature: General,,,75
8122,"Transnational Italian Studies: Crossings, Exchanges, and Future Opportunities",Roundtable,Special Sessions,15,Italian Literature: Italian Literature,,,75
8123,"Wor(l)d Rage: New Literary Responses to Dumping Grounds, Caravans, and Walls",Panel,Special Sessions,20,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
8126,Sephardic Cultural Expressions in the Portuguese- and Spanish-Speaking Americas and Beyond,Panel,Forum Sessions,20,Jewish Literature: Jewish Literature,LLC Sephardic,,75
8127,Romanticism:  20/20 Hindsight,Panel,Forum Sessions,60,British Literature: Nineteenth Century,LLC English Romantic,,75
8133,"Migrants, Exiles, and Refugees in the Work of Doris Lessing",Panel,Allied Organizations,25,British Literature: Twentieth and Twenty-First Centuries,Doris Lessing Society,,75
8134,In/Sight of Seattle,Panel,Forum Sessions,15,"Genre, Theory, Method: Film, Television, and Other Media",MS Visual Culture,,75
8137,CARA at Thirty,Roundtable,Forum Sessions,40,American Literature: Twentieth and Twenty-First Centuries,LLC Chicana and Chicano,,75
8138,New Directions in Visual Culture,Panel,Forum Sessions,30,"Genre, Theory, Method: Film, Television, and Other Media",MS Visual Culture,,75
8139,"Regional MLAs: New Media, Multimedia, and the Public Humanities",Roundtable,MLA Committees,20,The Profession: General,Regional MLAs,,75
8141,Career Pathways for Job Seekers in Languages,Roundtable,MLA Committees,40,The Profession: Foreign Languages,Association of Departments of Foreign Languages,,75
8143,Reacting to the Past (RTTP) Pedagogy: Transforming Learning and Teaching Empathy,Workshop,Special Sessions,50,Teaching: General,,,75
8144,"Multimodal Pacifisms: Modernist Activism on the Page, on Air, and in Digital Archives",Panel,Special Sessions,25,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",,,75
8145,Borders of the Human: Migration and/in Literature,Panel,Forum Sessions,30,Hungarian Literature: Hungarian Literature,LLC Hungarian,,75
8146,Theoretical Anachronisms,Panel,Special Sessions,20,"Genre, Theory, Method: Literary Criticism and Theory",,,75
8147,Being Human in Dostoevsky,Panel,Allied Organizations,25,Slavic and East European Literatures: Slavic and East European Literatures,International Dostoevsky Society,,75
8148,Mentoring Workshop for Job Seekers in Languages,Workshop,MLA Committees,40,The Profession: General,Association of Departments of Foreign Languages,,75
8149,"Modernism in the Age of Insurance: Wallace Stevens, Franz Kafka, and Charles Ives",Panel,Special Sessions,40,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
8150,"Empires, States, Forms",Panel,Forum Sessions,30,Hungarian Literature: Hungarian Literature,LLC Hungarian,LLC Romanian,75
8151,"Supersonic Chicanidades: Theorizing Chicana/o/x Sound, Soundtracks, and Sound-Tracking",Panel,Forum Sessions,50,American Literature: Twentieth and Twenty-First Centuries,LLC Chicana and Chicano,MS Sound,75
8154,"The Doctoral Internship: Who, What, Where, When, How, and Why?",Workshop,Special Sessions,15,The Profession: General,,,75
8156,The Silence of Others and the Fight for the Recovery of Historical Memory in Spain,Panel,Special Sessions,80,"Genre, Theory, Method: Film, Television, and Other Media",,,75
8159,"William Carlos Williams, American Modernism, and West Coast Culture",Panel,Allied Organizations,15,American Literature: Twentieth and Twenty-First Centuries,William Carlos Williams Society,,75
8160,Exploring Strategies for LGBTQIA+ Inclusion in Language Classrooms,Roundtable,MLA Committees,40,Teaching: Language,ADFL Executive Committee,,75
8162,The Teacher-Scholar at the Two-Year College,Roundtable,MLA Committees,25,The Profession: General,MLA Committee on Community Colleges,,75
8164,The Ethics of Pedagogy: What Do We Owe Our Students?,Roundtable,MLA Committees,100,The Profession: General,MLA Executive Council,,75
8165,Whose Freedom? Speech in the Academy,Roundtable,MLA Committees,150,The Profession: General,MLA Executive Council,,75
8167,Curriculum Vitae Workshop,Workshop,MLA Committees,20,The Profession: General,MLA Career Center,,75
8168,Placeholder - GS Nonfiction Prose,Panel,Forum Sessions,25,,GS Nonfiction Prose,,75
8171,MLA Awards Ceremony,Roundtable,MLA Committees,250,The Profession: General,MLA Awards Ceremony,,75
8172,Building Authentic and Articulated Learning Experiences that All Students Can Access,Roundtable,MLA Committees,50,Teaching: General,MLA Committee on K–16 Alliances,,75
8180,Posters,Poster,Posters,100,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",,,75
8181,Become an Accredited External Reviewer for ADE,Workshop,MLA Committees,20,The Profession: English and American,MLA Career Center,,75
8182,Become an Accredited External Reviewer for ADFL,Workshop,MLA Committees,20,The Profession: Foreign Languages,MLA Career Center,,75
8183,"Integrated Learning Experiences in the Humanities and Art with Science, Technology, Engineering, and Medicine",Roundtable,MLA Committees,75,Teaching: General,MLA Office of the Executive Director,,75
8184,Presidential Plenary: On Being Human,Roundtable,Plenary Sessions,250,Comparative Literature: General,,,75
8185,Writers across Borders,Roundtable,Linked Sessions,250,"Genre, Theory, Method: Writing Studies",,,75
8186,Research Projects from the MLA Reading-Writing Pedagogy Institutes,Roundtable,MLA Committees,50,Teaching: Writing,MLA Office of the Executive Director,,75
8187,Getting Funded in the Humanities: An NEH Workshop,Workshop,MLA Committees,150,The Profession: General,MLA Career Center,,75
8188,"Cash Bar Arranged by the Department of English, Rutgers University, New Brunswick",Cash bar,Social Events,100,,,,75
8189,Public Engagement: Where Theory Meets Praxis and the Rubber Hits the Road,Workshop,MLA Committees,100,The Profession: General,MLA Office of the Executive Director,,75
8190,Public Engagement: Academics Writing in Public,Workshop,MLA Committees,100,The Profession: General,MLA Office of the Executive Director,,75
8191,Affective Approaches to the Study of Contemporary Spanish LGBTQI Culture II,Working Group,Working Groups,30,Spanish Literature: Twentieth and Twenty-First Centuries,,,75
8192,Affective Approaches to the Study of Contemporary Spanish LGBTQI Culture III,Working Group,Working Groups,30,Spanish Literature: Twentieth and Twenty-First Centuries,,,75
8193,Creolization of the Spectral Turn: Haunting in the Circum-Caribbean II,Working Group,Working Groups,50,Other Literature in English: Caribbean,,,75
8194,Creolization of the Spectral Turn: Haunting in the Circum-Caribbean III,Working Group,Working Groups,50,Other Literature in English: Caribbean,,,75
8195,Italian Americans on the Page II,Working Group,Working Groups,30,American Literature: Twentieth and Twenty-First Centuries,,,75
8196,Italian Americans on the Page III,Working Group,Working Groups,30,American Literature: Twentieth and Twenty-First Centuries,,,75
8197,Teaching Modern Drama II,Working Group,Working Groups,15,Teaching: Literature,,,75
8201,Strategies for #Decolonizing,Workshop,MLA Committees,60,Comparative Literature: General,MLA Office of the Executive Director,,75
8203,"Being Human, Seeming Human",Roundtable,MLA Committees,250,The Profession: General,MLA Office of the Executive Director,,75
8205,Speed Mentoring,Workshop,MLA Committees,100,The Profession: General,MLA Career Center,,75
8207,The Future of the Humanities,Roundtable,MLA Committees,150,The Profession: General,MLA Office of the Executive Director,,75
8208,Humanities in Five,Roundtable,MLA Committees,150,The Profession: General,MLA Office of Outreach,,75
8209,Medieval Iberia Cash Bar,Cash bar,Social Events,40,,,,75
8211,"Values, Higher Education, and the Humanities",Roundtable,MLA Committees,150,The Profession: General,MLA Office of the Executive Director,,75
8212,University of Michigan Department of English Reception,Reception,Social Events,80,,,,75
8213,Heterodox Academy Cash Bar,Cash bar,Social Events,30,,,,75
8214,Cash Bar Arranged by the Forum LLC African American,Cash bar,Social Events,50,,,,75
8234,A Celebration of Toni Morrison,Roundtable,MLA Committees,400,American Literature: Twentieth and Twenty-First Centuries,MLA Office of the Executive Director,,75
8237,Language and Literature Program Innovation Room,Workshop,MLA Committees,200,The Profession: General,Association of Departments of English,Association of Departments of Foreign Languages,75
8248,Just in Time: Metafiction for the Twenty-First Century,Panel,Just-in-Time,3,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
8250,Just in Time: Novelist Paule Marshall Remembered,Panel,Just-in-Time,10,American Literature: Twentieth and Twenty-First Centuries,,,75
8258,Just in Time: Since April 2019: How Current Events Cast a New Light on Incarceration in the United States,Panel,Just-in-Time,25,American Literature: Twentieth and Twenty-First Centuries,,,75
8259,Just in Time: The University Press and the University,Roundtable,Just-in-Time,60,The Profession: Publishing and Editing,,,75
8267,Just in Time: Hommage à Jean Starobinski (1920–2019): La beauté du monde,Panel,Just-in-Time,30,French Literature: General,,,75
8273,Just in Time: Faculty Buyouts,Roundtable,Just-in-Time,35,The Profession: General,,,75
8276,"Just in Time: A #MeToo Humanity: Black Lives Matter, Which Means Our Black Perspectives",Panel,Just-in-Time,100,The Profession: Publishing and Editing,,,75
8279,Just in Time: Literary Imagination of the Plasticene,Roundtable,Just-in-Time,40,"Genre, Theory, Method: Literary Criticism and Theory",,,75
8281,"Just in Time: Care, Cure, and Genealogies of Disability Justice: A Conversation between Critical Disability Studies and Health Humanities Perspectives",Roundtable,Just-in-Time,40,American Literature: General,,,75
8287,Reception Arranged by the Modern Language Quarterly and the Forum TC History and Literature,Reception,Social Events,100,,,,75
8290,Career Development Bootcamp II,Reception,Social Events,30,,,,75
8291,Career Development Bootcamp III,Reception,Social Events,30,,,,75
8292,Chat with an Editor I,Event,Special Events,50,The Profession: Publishing and Editing,,,75
8293,Chat with an Editor II,Event,Special Events,50,The Profession: Publishing and Editing,,,75
8294,MLA Int'l Bibliography Advisory Committee Meeting,Reception,Social Events,10,,,,75
8295,Committee on Scholarly Editions Meeting,Reception,Social Events,10,,,,75
8296,Cash Bar Arranged by the American Comparative Literature Association,Cash bar,Social Events,40,,,,75
8627,Joint breakfast for ADE and ADFL ECs,Reception,Social Events,25,,,,75
8633,Demonstration Interviews for Job Seekers in Languages,Workshop,MLA Committees,50,The Profession: Foreign Languages,Association of Departments of Foreign Languages,,75
8636,Putting Your Skills to Work in the United States Intelligence Community and Other Government Agencies,Roundtable,MLA Committees,50,The Profession: General,MLA Career Center,,75
8637,Seattle Central Library Thursday Morning Tour,Event,Special Events,0,The Profession: Research and Bibliography,,,75
8638,Chihuly Garden and Glass Demonstration and Tour,Event,Special Events,0,"Genre, Theory, Method: Film, Television, and Other Media",,,75
8639,Taylor Shellfish Oyster and Wine Tasting,Event,Special Events,0,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
8640,Chef Dinner and Talk at FareStart,Event,Special Events,0,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
8641,Wing Luke Museum Private Tour,Event,Special Events,0,Asian Literatures: Asian Literatures,,,75
8642,Seattle Central Library Friday Morning Tour,Event,Special Events,0,The Profession: Research and Bibliography,,,75
8717,City University of New York Graduate Center English PhD Program Cash Bar,Cash bar,Social Events,50,,,,75
8722,Bedford/St. Martin's/Macmillan Learning: Complimentary Head Shots!,,Exhibit Hall Events,0,,,,75
8723,Duke University Press: Wine Reception,,Exhibit Hall Events,0,,,,75
8726,MLA: Wine and Cheese Reception,,Exhibit Hall Events,0,,,,75
8727,Bedford/St. Martin's/Macmillan Learning: Complimentary Head Shots!,,Exhibit Hall Events,0,,,,75
